INDEX,p_target
7556,51.608502713
7564,150.67684317
7566,299.8747425
7570,320.47963482
7571,29.1113558
7572,275.10069947
7575,69.447969537
7586,89.571290081
7589,18.883064178
7590,20.643466093
7597,227.65286633
7602,22.18582558
7604,483.83793294
7605,409.34981115
7612,794.00185998
7615,97.147703643
7617,152.03912123
7624,107.43387
7632,152.94993637
7639,379.50716878
7642,291.99429862
7643,147.48925815
7649,232.72113594
7650,529.3980688
7653,326.22688594
7654,361.73634074
7657,561.40495655
7662,258.9303831
7669,667.88712405
7671,13.968527565
7675,68.479644881
7678,178.0226932
7682,720.50948863
7688,406.57645572
7689,139.25749455
7690,109.12105176
7692,440.66369324
7699,357.12666165
7705,516.62870254
7712,161.05536383
7726,569.85234496
7728,285.54936455
7735,410.09926661
7737,630.99324472
7739,47.568378176
7743,675.92411018
7744,261.94225108
7746,218.34953543
7749,238.47192889
7750,369.67254941
7752,63.779309501
7755,140.90381287
7756,839.68273324
7762,114.05332568
7764,759.58608771
7769,142.50997319
7770,421.85116157
7776,88.935639914
7778,296.81081794
7784,543.47848762
7786,275.75518809
7789,131.25964504
7793,290.7429549
7794,51.995297553
7804,304.978918
7811,264.58364777
7813,192.39107187
7815,392.06832163
7817,15.937825279
7818,296.94030602
7821,160.12148299
7825,37.393165157
7830,588.50070705
7832,209.72542862
7835,9.9385840379
7839,213.89074779
7842,27.97875587
7849,640.55998028
7856,405.88416041
7857,3.5828226898
7863,72.428443342
7866,238.73152397
7871,114.36715492
7875,564.26528481
7882,674.06649821
7887,428.37062144
7888,710.22119637
7891,840.5228109
7895,18.48057768
7901,458.83224131
7906,338.64630236
7908,760.20379706
7917,147.73583062
7924,686.54297223
7948,176.57880237
7950,706.62830807
7955,187.2448387
7957,46.57944976
7959,294.98335677
7967,51.177836299
7969,52.09532686
7971,245.2254215
7974,309.55039035
7976,73.409820124
7986,826.73483291
7987,640.03589774
7993,269.5913725
7996,543.69733775
7998,214.8041949
8018,45.040017177
8019,462.80273466
8027,17.244348403
8036,55.507518453
8040,60.010334999
8044,84.072737254
8050,36.114957783
8052,432.02132721
8054,291.40239402
8057,624.01090531
8058,65.242597279
8059,367.19601111
8066,791.29913067
8070,45.957401637
8072,384.03513446
8078,30.332174681
8079,76.017581774
8080,358.38546253
8081,228.89994389
8088,141.39408044
8091,653.88915318
8094,198.51992249
8095,611.71253623
8099,73.729760245
8101,317.49911117
8102,10.970477525
8116,464.16317563
8125,197.98071965
8134,439.48845083
8139,31.897812461
8141,80.226570525
8147,74.573181469
8158,290.05195144
8160,73.59545114
8165,351.03673637
8187,378.78344372
8205,286.1377702
8209,337.84803296
8211,446.98662492
8232,3.372946614
8236,128.08937896
8237,321.38083683
8238,759.62545238
8245,443.88863155
8256,435.75819231
8268,55.554362247
8269,25.627146226
8270,216.27499079
8286,160.54655933
8289,66.754812889
8301,465.49458423
8305,150.4630908
8310,303.77005122
8312,37.087195465
8318,830.60678594
8321,199.52044387
8328,45.875539275
8331,37.550644403
8334,347.11438642
8344,183.712864
8345,182.41809425
8352,256.49297088
8358,346.2882361
8359,277.01360692
8360,94.6189214
8365,151.0497602
8366,200.5518443
8369,798.02692943
8373,46.183764324
8378,138.87639311
8392,112.29801286
8397,357.75634804
8399,100.66296382
8400,135.46007168
8405,602.0679616
8406,45.42766797
8410,70.543163531
8413,73.309994424
8414,265.28324627
8416,633.78598619
8426,56.352573059
8434,315.31522893
8439,99.449928944
8440,148.50094537
8475,15.419155892
8480,127.25662003
8497,238.78424634
8499,674.98968005
8500,368.63654326
8501,49.820219367
8502,556.41974493
8518,380.79120667
8520,339.82931762
8523,347.82066707
8525,228.89448157
8532,89.963764029
8535,326.32382942
8543,180.3562252
8554,266.09685282
8560,103.93606344
8561,110.69543413
8563,21.670024381
8566,648.85858743
8570,402.53689539
8572,73.834854283
8582,200.95351607
8583,273.70802469
8587,205.41116216
8592,290.32750022
8593,471.39100303
8607,24.195483919
8609,226.3810228
8610,47.152094114
8614,399.65883028
8616,447.3839665
8622,159.11830683
8623,140.29592787
8624,275.45579692
8633,168.52905423
8641,414.61376468
8644,697.38714621
8649,678.74309774
8653,188.69264299
8657,152.63947713
8658,161.79629935
8663,73.325293323
8672,376.31377391
8680,397.0702701
8684,500.4622931
8687,100.39667709
8688,42.232325964
8690,62.223281322
8712,283.37058499
8717,314.66172943
8730,45.184378895
8739,128.67384206
8744,15.102429541
8747,384.09034003
8748,331.71948265
8751,811.30442398
8758,260.86043345
8761,491.07109444
8763,7.819619959
8764,321.61380607
8765,238.98067914
8773,73.626622311
8780,145.33764096
8781,104.621311
8782,323.06950981
8785,163.26858796
8786,185.47660807
8797,733.28051676
8799,65.771331042
8807,747.89241947
8816,57.55265726
8817,74.179565829
8826,324.03261098
8833,239.97426995
8834,52.934580756
8835,87.453204489
8840,116.3338494
8843,112.09300789
8849,370.26102823
8855,123.63208441
8861,285.35157734
8862,207.04575886
8865,300.31580304
8868,7.7287316511
8870,12.954397906
8880,342.07814031
8885,64.746942139
8894,221.08942646
8895,58.269124383
8899,47.374753228
8912,348.57834277
8922,20.92032223
8924,143.93517386
8928,295.06789096
8932,432.63041427
8943,198.01973087
8945,78.183506719
8946,48.951779016
8954,410.61058255
8958,483.72086506
8960,574.9995531
8965,308.40707676
8966,44.861057545
8967,36.024639761
8969,399.92514879
8980,178.42196186
8984,21.849673841
8985,703.97463787
8988,354.67737435
8989,456.97993946
8995,164.22328607
9004,97.056498903
9010,54.03121599
9012,184.35935205
9018,287.03024228
9036,309.61679588
9037,89.105673781
9040,89.106398751
9041,379.13909315
9044,272.46530095
9045,81.233722851
9047,316.00789456
9049,26.934392518
9061,21.602534072
9062,340.79386496
9076,215.05513246
9079,249.17334862
9081,214.81405669
9082,133.36934598
9089,468.08347101
9092,235.68385018
9094,383.70599695
9115,39.35245455
9117,347.80135419
9118,234.81255871
9120,26.577295119
9124,20.972325326
9128,316.46670183
9135,378.15201767
9136,783.19199005
9138,302.98405509
9157,417.24304867
9176,67.533056301
9183,290.52797072
9187,302.51127588
9188,425.02109463
9190,124.95661089
9197,37.459279814
9200,56.529353658
9201,245.16387985
9203,29.281176687
9212,253.08035502
9213,97.451098254
9214,65.524751593
9217,162.06151278
9219,5.6867551685
9220,177.67133807
9221,166.45238362
9237,15.233713669
9240,174.51600414
9241,9.4417817631
9248,251.5255978
9253,324.94611879
9259,654.68482337
9267,150.90505901
9271,482.30133376
9273,336.92788979
9285,23.78810452
9290,114.77682369
9291,126.21528888
9293,59.559032152
9294,58.01228999
9301,111.9583376
9302,44.661809515
9312,18.265365836
9316,276.36186819
9319,734.55540162
9328,71.344869424
9331,586.70692947
9338,36.703759566
9350,333.60897134
9356,173.63885586
9359,595.05815868
9362,434.29616808
9364,203.76311648
9370,387.25937494
9380,81.317551164
9386,128.04183813
9394,339.34603429
9407,396.49598126
9411,687.20103337
9422,432.3310966
9423,369.61564767
9429,357.26305659
9433,232.03572094
9439,42.797570836
9451,193.57280726
9452,505.57105682
9453,18.590604126
9460,17.477894209
9465,48.269250469
9470,64.894731563
9476,328.33653974
9485,476.41975409
9486,66.583431063
9488,354.7586197
9507,11.278638781
9508,388.06416885
9517,413.29458746
9521,172.75098318
9528,189.49091795
9532,476.87408033
9536,207.24339652
9540,84.970077574
9542,172.33874075
9546,320.13333615
9548,253.27710224
9549,126.06699084
9554,105.22456937
9555,573.59874645
9558,20.820970477
9573,616.14013804
9575,586.95911431
9584,648.81589507
9586,140.71757466
9588,135.05917525
9591,392.42668653
9592,766.76905335
9597,222.67111618
9600,94.738791608
9603,587.06214877
9605,444.92436448
9614,681.46278325
9616,21.095158517
9622,667.79855016
9624,184.90605623
9629,310.80349438
9633,38.301618098
9640,311.67696612
9644,481.10786894
9645,500.3780715
9646,105.05345103
9648,960.49845769
9649,29.313692546
9660,196.86830447
9664,476.28860115
9675,70.310332767
9679,598.48958314
9680,526.00651554
9682,47.335700238
9697,27.569338661
9701,178.9440724
9704,389.62966816
9705,213.00703633
9707,162.46732104
9714,51.454644408
9718,170.21549962
9722,125.42234283
9739,163.69192722
9747,666.75884757
9751,123.41136538
9757,169.10043815
9759,24.256087973
9760,96.602089209
9764,425.29390511
9776,458.64657994
9778,207.18547322
9786,76.939455112
9803,606.80514259
9804,49.824019159
9815,85.847060254
9824,16.339426167
9825,216.76433127
9826,322.19671434
9827,28.20798208
9833,75.829677446
9835,67.695132098
9860,573.43172781
9865,292.59013173
9871,258.2454908
9874,361.09472583
9880,306.43791621
9882,372.2014302
9885,68.610995682
9888,623.04366779
9892,29.956483882
9893,284.6636772
9896,159.40797638
9902,61.599492903
9906,111.02713192
9910,159.7256273
9914,354.79185245
9918,358.25618579
9920,256.28009311
9926,166.69855866
9931,79.986818414
9935,386.36833539
9945,761.5468303
9953,293.2078475
9957,10.868219341
9963,153.93864044
9972,302.46454536
9976,488.07646305
9979,448.07089233
9980,24.166117349
9982,89.600747255
9991,698.22510318
10000,257.08231368
10003,296.13413732
10005,939.42291082
10014,26.866223519
10032,402.42688811
10034,397.32482434
10041,20.074020209
10042,40.667143821
10044,51.936096766
10045,333.59574421
10054,550.09326302
10061,47.407494209
10062,572.23017848
10073,141.05262425
10081,34.802799588
10084,482.04735909
10086,155.03501453
10093,494.88167824
10101,621.26812022
10105,281.19562718
10110,440.40556555
10113,609.68827031
10115,565.3656648
10119,599.13420255
10121,418.15951615
10124,777.9189687
10126,214.81917364
10127,21.215991198
10145,188.31276599
10147,654.16881639
10148,12.074510637
10162,177.79162072
10163,32.940948668
10166,828.1763383
10172,93.489755913
10173,462.3036621
10175,23.463363322
10180,86.850790956
10186,36.331447019
10192,543.879592
10199,309.27360107
10209,884.00751401
10210,236.78578674
10214,66.743577349
10215,234.42460499
10216,730.32496823
10232,295.58239204
10239,326.29528398
10249,35.67941086
10253,351.06313844
10255,135.27163703
10262,48.45979857
10264,42.318220113
10266,172.49586695
10268,249.37555764
10271,226.50955844
10272,212.29484839
10276,434.91273755
10277,20.894540272
10279,184.12426025
10281,25.104616755
10285,8.0993396631
10294,311.55941516
10300,166.98352524
